93.5,156.6,-1.8,-15.0,39.3,-39.2
-22.6,-3.9,-8.1,-10.5,72.5,-73.3
41.5,-3.0,11.2,-16.5,25.7,-25.5
41.5,-1.2,74.0,286.0,55.1,-55.1
-22.6,-2.4,8.9,2.0,47.6,-47.1
120.0,87.5,5.3,-24.2,24.2,-24.2
1.2,-0.1,2.6,-48.5,13.6,-12.7
22.6,-0.7,7.1,2.0,68.7,-69.1
22.6,-5.6,78.4,65.6,49.1,-48.3
1.2,-0.4,-3.0,-4.1,26.4,-27.0
117.0,27.0,8.7,11.3,114.8,-114.4
36.6,-3.8,14.4,15.1,1023.1,-1023.8
-20.8,9.2,-0.6,-10.2,559.8,-559.1
-20.8,16.5,16.8,21.8,-51.8,51.0
36.6,-1.0,-1.9,-8.1,-432.8,432.2
191.0,108.9,8.9,2.7,54.4,-54.1
55.7,-0.9,3.6,10.7,55.1,-56.1
-78.7,45.6,-2.6,-0.8,67.2,-66.7
-78.7,20.3,111.3,31.2,49.8,-50.0
55.7,-4.4,2.3,0.0,1.5,-1.2
107.0,104.0,0.6,2.0,46.1,-45.4
50.5,16.5,1.1,3.2,14.3,-14.2
-36.9,-7.3,1.3,0.2,37.0,-37.4
-36.9,-22.0,172.0,86.4,51.4,-51.0
50.5,33.0,11.8,2.1,42.3,-41.8
74.7,57.5,-10.0,-11.3,46.1,-45.1
70.2,19.6,-10.0,-15.1,28.7,-29.5
-61.8,-1.8,16.8,2.6,68.7,-69.2
-61.8,-3.5,151.2,64.2,45.3,-45.6
70.2,26.2,-1.5,-1.5,14.3,-13.4
55.3,185.0,-4.2,-2.0,40.0,-40.2
65.5,33.4,-1.4,-0.7,62.7,-62.7
-46.1,41.2,-0.2,-6.0,9.1,-8.7
-46.1,29.4,54.9,26.3,12.1,-12.7
65.5,33.4,2.0,-20.6,62.7,-62.6
84.2,47.0,11.4,14.0,52.9,-53.1
73.8,4.6,19.0,9.3,5.3,-6.2
-46.4,16.9,7.1,-10.3,74.8,-73.9
-46.4,21.1,119.7,55.7,42.3,-42.5
73.8,4.6,-4.8,-1.5,64.2,-63.8
37.9,20.4,26.6,25.8,69.5,-68.8
80.5,-2.7,5.3,15.5,74.0,-74.0
-49.9,-16.1,-2.8,-7.4,69.5,-69.8
-49.9,-24.1,58.8,94.4,31.0,-31.6
80.5,-12.3,0.0,-10.0,13.6,-14.5
102.0,157.5,-6.4,30.5,71.7,-71.5
90.2,2.9,-1.9,20.4,36.2,-35.2
-87.6,-26.3,0.2,-13.3,48.3,-48.9
-87.6,-35.1,15.9,141.0,27.9,-28.2
90.2,2.9,-2.9,-8.0,18.9,-19.1
141.0,35.9,8.9,21.8,36.2,-36.3
88.2,-17.9,26.7,6.2,3.8,-3.5
-114.0,-55.7,-4.2,-5.8,15.9,-14.9
-114.0,-27.8,79.5,177.6,70.2,-71.0
88.2,-13.4,-9.7,9.4,69.5,-69.3
124.0,-17.9,8.6,-46.7,33.2,-32.5
87.1,-9.1,8.6,-58.4,34.0,-34.9
-92.7,-4.0,-9.7,12.1,40.0,-40.9
-92.7,-39.9,18.5,144.2,40.8,-41.7
87.1,-22.8,-0.9,-20.3,43.8,-44.4
134.0,-2.5,-1.7,-1.5,117.8,-116.8
58.2,-38.4,-13.5,-3.5,772.0,-772.3
-73.4,-39.3,-0.6,-13.6,1049.5,-1050.3
-73.4,-5.6,63.6,104.5,183.2,-183.5
58.2,-30.7,7.9,-5.9,-221.0,220.6
126.0,38.0,-2.2,-8.6,43.0,-42.5
62.4,-18.9,-1.4,-7.5,14.3,-14.1
-52.2,-86.0,6.8,-11.8,67.2,-67.5
-52.2,-86.0,31.8,112.0,41.5,-41.6
62.4,-50.5,1.4,-4.0,48.3,-47.6
48.0,-12.2,3.6,20.4,40.0,-40.9
45.8,-69.7,5.4,45.9,70.2,-69.9
26.2,-4.7,9.6,-6.5,9.8,-9.6
26.2,-37.9,20.5,77.4,15.9,-15.0
