159.0,40.6,-2.3,2.3,53.5,-53.3
1.6,4.0,-4.0,1.7,22.6,-22.8
-13.1,-2.9,10.7,-0.5,11.6,-11.4
-13.1,-2.3,149.0,35.0,60.0,-59.4
1.6,10.7,30.2,-0.6,8.4,-9.4
216.0,86.4,22.7,0.1,33.5,-33.3
8.0,-0.8,8.5,0.0,18.7,-19.1
-39.2,29.9,33.5,-0.9,54.8,-55.6
-39.2,23.9,177.3,33.4,29.0,-29.1
8.0,-2.6,5.6,5.2,25.2,-24.5
203.0,168.3,14.6,26.5,47.7,-47.7
24.2,-0.5,18.7,29.4,42.6,-42.7
-12.8,5.0,39.5,2.1,39.3,-38.6
-12.8,4.2,17.9,141.6,14.2,-14.7
24.2,-0.4,44.0,5.8,31.0,-30.3
173.0,82.8,1.5,2.8,59.3,-60.0
19.3,9.9,2.3,9.7,13.5,-12.7
-18.8,15.3,9.8,13.0,25.2,-24.7
-18.8,5.7,98.5,146.7,26.4,-26.0
19.3,4.4,8.3,-2.5,25.2,-24.4
108.0,16.5,18.5,14.8,52.9,-53.0
8.0,17.1,11.6,22.1,1.9,-2.8
24.9,16.7,37.3,-1.9,47.1,-46.5
24.9,8.3,181.0,150.3,54.8,-55.2
8.0,7.3,19.8,-6.2,12.3,-11.4
119.0,117.0,2.0,30.7,49.7,-49.8
7.9,3.1,10.1,27.3,2.6,-3.2
61.8,-9.2,12.4,-8.7,16.8,-17.0
61.8,-9.2,240.0,148.8,30.3,-29.6
7.9,28.0,23.5,-5.3,54.8,-53.8
145.0,38.2,-45.1,-2.6,44.5,-44.0
-0.2,23.5,-56.4,-7.1,11.6,-11.4
10.5,-31.3,47.0,-5.3,16.8,-17.7
10.5,-6.3,110.4,101.0,19.3,-19.0
-0.2,20.9,9.1,-2.3,5.8,-5.3
166.0,87.5,3.4,34.1,12.9,-12.0
10.8,20.4,3.4,68.2,59.3,-58.4
0.9,-13.8,18.2,-22.9,16.8,-16.8
0.9,-9.2,104.8,132.0,47.7,-47.8
10.8,10.2,21.2,3.1,50.9,-51.6
211.0,112.2,5.1,-1.4,4.5,-4.8
21.6,2.9,3.4,-2.3,31.6,-32.5
-18.0,3.7,16.5,1.2,7.1,-6.5
-18.0,1.4,121.5,95.0,29.0,-28.2
21.6,2.9,1.8,3.2,40.6,-40.2
154.0,173.0,13.9,-5.8,43.2,-42.3
25.6,15.3,9.9,-6.6,44.5,-43.8
-6.4,-0.8,1.8,4.8,34.8,-34.8
-6.4,-1.0,98.4,144.8,15.5,-16.0
25.6,6.1,15.4,-0.3,7.7,-7.0
188.0,98.4,21.3,2.2,11.0,-12.0
14.3,3.0,7.1,1.6,34.8,-35.5
-36.1,20.9,12.8,-0.1,0.6,-1.6
-36.1,17.4,51.3,72.0,17.4,-17.8
14.3,1.3,4.1,-3.0,6.4,-6.9
129.0,154.0,10.5,-0.3,54.2,-53.9
-6.4,13.1,1.2,-2.0,45.8,-46.7
13.9,1.3,10.8,-1.3,41.9,-41.4
13.9,0.3,67.3,98.4,17.4,-18.4
-6.4,6.6,-0.0,6.9,56.1,-55.3
125.0,76.0,25.3,-8.2,61.9,-62.1
-7.2,1.8,16.9,-9.1,26.4,-25.7
32.3,31.7,-0.0,3.5,27.1,-26.8
32.3,23.8,84.0,127.4,59.3,-60.0
-7.2,1.8,22.7,3.2,53.5,-54.4
169.0,76.5,-0.4,-29.1,18.1,-17.9
4.7,-2.2,-2.2,-2.9,43.9,-44.6
6.5,3.2,18.2,4.8,10.3,-11.3
6.5,25.3,17.4,13.7,33.5,-33.2
4.7,-22.1,1.9,-1.8,3.2,-3.0
124.0,79.3,12.9,0.9,24.5,-24.3
-10.1,-26.5,25.8,1.8,50.3,-50.2
