88.1,78.6,-10.4,8.2,42.2,-41.6
0.8,5.7,-13.4,8.2,23.1,-23.6
-0.9,-15.0,23.0,3.2,29.7,-29.7
-0.9,-5.0,30.6,59.5,52.1,-52.6
0.8,7.6,-3.4,6.0,49.5,-49.9
118.0,108.5,-3.4,10.8,33.7,-33.8
7.9,15.4,-5.1,7.6,23.8,-23.7
-17.5,-17.1,-6.9,12.1,59.4,-58.8
-17.5,-27.4,92.4,67.2,35.6,-35.0
7.9,6.6,6.8,-0.4,49.5,-50.1
174.0,122.4,-23.0,19.4,52.8,-53.7
-6.8,0.6,-10.2,34.9,36.3,-36.0
-34.7,5.2,1.7,-0.6,3.3,-4.0
-34.7,6.2,56.5,5.2,38.3,-37.3
-6.8,0.3,11.4,0.8,7.9,-8.1
96.3,38.6,-9.6,19.6,19.1,-20.1
19.5,20.1,-2.4,39.2,4.6,-4.5
-19.3,14.6,1.3,0.5,8.6,-8.1
-19.3,14.6,18.5,63.5,56.1,-57.0
19.5,4.0,-13.0,-1.0,27.7,-27.9
95.2,132.8,-10.4,5.0,9.2,-9.9
-0.6,5.3,-7.4,3.8,53.5,-53.8
4.8,-1.6,-7.8,-0.5,53.5,-53.3
4.8,-15.7,171.0,137.9,5.3,-5.2
-0.6,2.3,-26.6,3.8,62.7,-62.7
218.0,115.0,-2.8,-18.5,46.2,-46.3
-1.1,-3.6,-12.8,-18.5,50.8,-51.2
-39.1,11.4,-23.9,7.7,13.2,-12.5
-39.1,6.9,21.8,33.1,59.4,-59.5
-1.1,-4.2,-0.9,17.7,15.2,-14.8
168.0,38.1,-6.4,1.3,50.8,-50.6
28.2,14.2,-9.0,4.3,56.8,-56.2
-55.2,-17.6,-5.3,8.8,7.9,-8.1
-55.2,-5.9,63.5,97.6,28.4,-29.0
28.2,14.2,-23.9,-8.0,32.3,-32.3
149.0,23.8,18.5,6.5,8.6,-9.6
3.9,0.2,9.3,6.5,47.5,-47.2
-3.3,5.9,-11.9,-10.7,2.6,-3.0
-3.3,9.8,132.3,47.3,21.1,-21.0
3.9,1.3,-22.0,-11.3,10.6,-10.7
168.0,29.0,6.4,5.2,11.2,-11.1
3.1,-10.0,0.6,31.0,2.0,-1.4
-14.8,25.1,-30.8,-14.5,44.2,-44.2
-14.8,41.8,164.7,54.8,53.5,-54.1
3.1,-1.4,-8.0,2.3,59.4,-60.4
143.0,43.8,-10.3,19.6,29.7,-29.2
10.2,24.8,-9.0,6.5,16.5,-17.1
-22.4,-0.4,-26.8,3.5,34.3,-34.6
-22.4,-0.5,117.5,41.4,2.0,-2.1
10.2,5.5,-6.3,-8.1,28.4,-27.8
105.0,30.3,0.9,11.7,41.6,-40.9
-1.4,0.9,3.2,11.7,66.0,-66.5
7.1,5.3,-6.3,-12.2,18.5,-17.5
7.1,1.1,21.8,57.6,62.7,-61.7
-1.4,7.2,-73.4,-2.1,35.0,-35.5
146.0,21.6,13.5,-7.6,6.6,-5.7
-0.1,-1.0,18.0,-18.9,40.9,-41.0
-21.5,19.9,-48.9,-3.2,53.5,-54.0
-21.5,11.9,84.8,95.2,44.2,-44.3
-0.1,-1.0,-57.2,2.7,37.6,-38.6
106.0,32.4,4.1,-7.2,57.4,-57.0
39.7,11.0,8.2,-4.8,2.0,-1.7
-31.0,-8.5,-40.0,4.0,13.9,-13.9
-31.0,-10.6,74.1,17.4,29.7,-28.9
39.7,5.5,-13.4,1.1,27.7,-26.9
106.0,141.0,11.8,-32.2,17.2,-18.1
-13.1,0.8,11.8,-32.2,8.6,-8.7
35.0,-14.2,-46.8,2.5,63.4,-63.4
35.0,-9.5,51.0,154.0,57.4,-57.2
-13.1,0.1,-16.0,7.4,37.0,-37.2
