-23.0,-29.2,-22.2,-54.7,47.6,-48.3
126.0,165.0,-99.9,-32.8,132.8,-131.8
-55.9,-44.6,170.4,25.4,137.7,-137.9
-55.9,-55.8,42.2,227.5,157.4,-158.1
126.0,165.0,-101.5,-161.4,52.5,-52.4
453.0,346.2,33.5,40.8,123.0,-122.5
-290.0,-320.0,67.0,40.8,82.0,-81.9
102.0,128.7,-81.2,-161.4,39.4,-38.9
102.0,85.8,-236.6,-462.6,109.9,-109.8
-290.0,-32.0,345.0,234.0,127.9,-127.8
-567.0,-370.8,-18.0,-145.6,131.2,-131.0
482.0,345.6,-72.0,-163.8,144.3,-143.7
-218.0,-35.8,241.5,140.4,8.2,-8.8
-218.0,-89.5,-72.8,-199.0,106.6,-106.4
482.0,307.2,183.2,177.1,88.6,-89.0
-107.0,-97.6,-50.4,-78.1,98.4,-97.6
173.0,24.9,-63.0,-34.7,8.2,-7.4
-54.3,-51.2,45.8,202.4,96.7,-97.5
-54.3,-22.8,161.7,336.6,131.2,-131.5
173.0,249.0,-168.0,-275.4,124.6,-124.1
462.0,339.3,54.4,119.0,142.7,-141.9
-303.0,-117.0,13.6,71.4,67.2,-67.4
115.0,69.4,-235.2,-61.2,77.1,-77.0
115.0,43.4,-279.0,-391.0,90.2,-90.1
-303.0,-39.0,31.2,307.2,64.0,-63.5
-476.0,-398.7,-165.6,-17.3,75.4,-74.9
442.0,212.5,-165.6,-155.7,136.1,-135.3
-250.0,-112.2,156.0,268.8,93.5,-94.2
-250.0,-74.8,-55.6,-49.4,49.2,-49.5
442.0,170.0,31.8,286.0,45.9,-46.6
-199.0,-141.2,-22.4,-70.1,29.5,-30.4
239.0,162.0,-6.7,-35.0,88.6,-88.5
-124.0,-136.0,21.2,28.6,132.8,-133.6
-124.0,-51.0,33.1,436.0,154.1,-154.5
239.0,364.5,-65.7,-258.3,137.7,-138.1
514.0,44.4,81.2,72.0,149.2,-149.5
-307.0,-189.0,69.6,24.0,85.3,-86.3
86.6,8.4,-175.2,-287.0,36.1,-35.6
86.6,67.0,-90.6,-193.2,13.1,-12.3
-307.0,-42.0,371.7,163.0,90.2,-90.7
-311.0,-122.4,-21.4,-112.0,34.4,-34.1
333.0,87.3,-64.2,-80.0,152.5,-152.1
-193.0,-53.2,289.1,293.4,106.6,-105.9
-193.0,-13.3,-37.5,-69.5,160.7,-160.4
333.0,58.2,35.4,57.9,91.8,-90.8
-52.1,41.2,-75.6,-42.8,147.6,-148.2
181.0,20.4,-42.0,-18.3,88.6,-88.9
-106.0,-50.9,106.2,77.2,9.8,-8.9
-106.0,-5.7,285.0,337.6,104.9,-104.4
181.0,40.8,-281.0,-119.0,32.8,-32.8
366.0,293.0,88.9,21.8,73.8,-74.3
-223.0,-101.7,127.0,49.1,54.1,-54.9
86.2,65.0,-84.3,-153.0,95.1,-94.3
86.2,65.0,-195.5,-154.0,14.8,-15.6
-223.0,-237.3,167.5,155.6,93.5,-94.0
-447.0,-139.5,-77.0,-76.4,14.8,-15.8
361.0,129.0,-92.4,-19.1,109.9,-110.4
-168.0,-121.8,268.0,116.7,159.1,-159.2
-168.0,-104.4,-196.8,-134.0,85.3,-84.5
361.0,86.0,183.4,276.0,162.3,-162.5
-163.0,-75.6,-6.7,-122.5,150.9,-151.7
240.0,259.2,-53.5,-157.5,96.7,-97.2
-129.0,-13.2,235.8,220.8,90.2,-89.9
-129.0,-132.0,188.4,332.4,101.7,-100.8
240.0,28.8,-126.0,-148.0,134.5,-134.3
503.0,337.8,14.3,66.6,59.0,-58.2
-304.0,-99.9,57.2,66.6,85.3,-86.3
114.0,52.0,-157.5,-266.4,9.8,-10.0
114.0,104.0,-165.9,-250.6,149.2,-148.5
-304.0,-199.8,90.8,287.1,104.9,-104.0
-429.0,-101.6,-168.3,-42.9,129.5,-128.8
385.0,208.6,-37.4,-71.5,70.5,-70.6
-191.0,-188.0,454.0,63.8,118.1,-118.3
-191.0,-56.4,-280.0,-74.4,100.0,-99.1
385.0,298.0,244.8,78.0,86.9,-87.2
62.0,1.5,-26.8,-3.4,72.2,-73.2
54.8,81.0,-40.2,-8.6,162.3,-162.5
-25.5,-23.3,214.2,13.0,126.3,-126.5
-25.5,-23.3,456.3,286.3,152.5,-152.0
54.8,67.5,-279.0,-24.8,154.1,-154.2
370.0,243.2,53.0,65.4,34.4,-33.8
-204.0,-32.3,84.8,76.3,26.2,-26.5
91.7,76.2,-155.0,-173.6,119.7,-120.7
91.7,57.1,-82.4,-357.6,82.0,-82.4
-204.0,-323.0,201.0,241.5,44.3,-44.2
-351.0,-99.0,-144.0,-73.6,75.4,-74.7
365.0,152.5,-48.0,-55.2,147.6,-147.6
-192.0,-71.5,167.5,193.2,31.2,-30.3
-192.0,-71.5,-12.7,-220.5,111.5,-112.1
365.0,274.5,39.9,198.9,14.8,-14.9
-116.0,-86.8,-9.6,-10.7,68.9,-69.2
198.0,57.3,-9.6,-24.8,152.5,-153.3
-91.7,-65.1,99.8,88.4,16.4,-16.3
-91.7,-16.3,54.8,465.3,98.4,-98.2
198.0,114.6,-30.5,-213.6,36.1,-36.5
619.0,353.7,18.6,52.6,16.4,-16.1
-337.0,-146.3,46.6,19.7,8.2,-7.8
123.0,59.5,-305.0,-267.0,121.3,-121.5
123.0,99.1,-194.4,-229.6,100.0,-99.6
-337.0,-83.6,252.8,62.0,318.1,-318.7
